CSE,2018-2019,2,2,1,Monday,1,Formal Language and Automata Theory,11CSE010,10:00 AM - 11:00 AM
CSE,2018-2019,2,2,1,Monday,1,Java Programming,07CSE054,11:00 AM - 12:00 PM
CSE,2018-2019,2,2,1,Monday,1,Software Engineering,08CSE001,12:00 PM - 01:00PM
CSE,2018-2019,2,2,1,Monday,1,Computer Organization,16CSE044,01:40 PM - 02:40 PM
CSE,2018-2019,2,2,1,Monday,1,Data Base Management Systems,07CSE028,02:40 PM - 03:40 PM
CSE,2018-2019,2,2,1,Tuesday,1,Design and Analysis of Algorithms,00CSE010,10:00 AM - 11:00 AM
CSE,2018-2019,2,2,1,Tuesday,1,Computer Organization,16CSE044,11:00 AM - 12:00 PM
CSE,2018-2019,2,2,1,Tuesday,1,Formal Language and Automata Theory,11CSE010,12:00 PM - 01:00PM
CSE,2018-2019,2,2,1,Tuesday,3,Java Programming and Design Analysis of Algorithms Laboratory,07CSE054,01:40 PM - 04:40 PM
CSE,2018-2019,2,2,1,Tuesday,3,Data Base Management Systems Laboratory,07CSE028,01:40 PM - 04:40 PM
CSE,2018-2019,2,2,1,Wednesday,1,Formal Language and Automata Theory,11CSE010,10:00 AM - 11:00 AM
CSE,2018-2019,2,2,1,Wednesday,1,Data Base Management Systems,07CSE028,11:00 AM - 12:00 PM
CSE,2018-2019,2,2,1,Wednesday,1,Design and Analysis of Algorithms,00CSE010,12:00 PM - 01:00PM
CSE,2018-2019,2,2,1,Wednesday,1,Software Engineering,08CSE001,01:40 PM - 02:40 PM
CSE,2018-2019,2,2,1,Wednesday,2,Gender Sensitization,,02:40 PM - 04:40 PM
CSE,2018-2019,2,2,1,Thursday,3,Java Programming and Design Analysis of Algorithms Laboratory,07CSE054,10:00 AM - 01:00 PM 
CSE,2018-2019,2,2,1,Thursday,3,Data Base Management Systems Laboratory,07CSE028,10:00 AM - 01:00 PM 
CSE,2018-2019,2,2,1,Thursday,1,Formal Language and Automata Theory,11CSE010,01:40 PM - 02:40 PM
CSE,2018-2019,2,2,1,Thursday,1,Java Programming,07CSE054,02:40 PM - 03:40 PM
CSE,2018-2019,2,2,1,Friday,1,Computer Organization,16CSE044,10:00 AM - 11:00 AM
CSE,2018-2019,2,2,1,Friday,1,Java Programming,07CSE054,11:00 AM - 12:00 PM
CSE,2018-2019,2,2,1,Friday,1,Data Base Management Systems,07CSE028,12:00 PM - 01:00PM
CSE,2018-2019,2,2,1,Friday,1,Design and Analysis of Algorithms,00CSE010,01:40 PM - 02:40 PM
CSE,2018-2019,2,2,1,Friday,1,Software Engineering,08CSE001,02:40 PM - 03:40 PM
CSE,2018-2019,2,2,1,Saturday,1,Java Programming,07CSE054,10:00 AM - 11:00 AM
CSE,2018-2019,2,2,1,Saturday,1,Software Engineering,08CSE001,11:00 AM - 12:00 PM
CSE,2018-2019,2,2,1,Saturday,1,Design and Analysis of Algorithms,00CSE010,12:00 PM - 01:00PM
CSE,2018-2019,2,2,1,Saturday,1,Data Base Management Systems,07CSE028,01:40 PM - 02:40 PM
CSE,2018-2019,2,2,1,Saturday,1,Computer Organization,16CSE044,02:40 PM - 03:40 PM
CSE,2018-2019,2,2,2,Monday,3,Java Programming and Design Analysis of Algorithms Laboratory,07CSE011,10:00 AM - 01:00 PM 
CSE,2018-2019,2,2,2,Monday,3,Data Base Management Systems Laboratory,97CSE009,10:00 AM - 01:00 PM 
CSE,2018-2019,2,2,2,Monday,1,Data Base Management Systems ,97CSE009,01:40 PM - 02:40 PM
CSE,2018-2019,2,2,2,Monday,1,Software Engineering,15CSE094,02:40 PM - 03:40 PM
CSE,2018-2019,2,2,2,Monday,1,Design and Analysis of Algorithms,00CSE010,03:40 PM - 04:40 PM
CSE,2018-2019,2,2,2,Tuesday,1,Data Base Management Systems,97CSE009,10:00 AM - 11:00 AM
